index;OrderDate;Country;LineTotal;ProductName;ProductNumber;Class;Product_name;Size
3600;2011-10-01;AU;57.6808;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3604;2011-10-01;AU;115.3616;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3607;2011-10-01;AU;422.992;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3617;2011-10-01;AU;57.6808;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3618;2011-10-01;AU;86.5212;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
3621;2011-10-01;AU;86.5212;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
3635;2011-10-01;AU;144.202;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3637;2011-10-01;AU;86.5212;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
3645;2011-10-01;AU;57.6808;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3653;2011-10-01;AU;17.1;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3654;2011-10-01;AU;34.2;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3664;2011-10-01;AU;17.1;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3670;2011-10-01;AU;5.7;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
3673;2011-10-01;AU;17.1;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3674;2011-10-01;AU;5.7;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
3684;2011-10-01;AU;34.2;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3686;2011-10-01;AU;10.373;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3694;2011-10-01;AU;20.746;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3696;2011-10-01;AU;25.9325;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3698;2011-10-01;AU;5.1865;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3704;2011-10-01;AU;10.373;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3706;2011-10-01;AU;60.1632;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3713;2011-10-01;AU;51.865;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3727;2011-10-01;AU;356.898;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
3744;2011-10-01;AU;356.898;ML Road Frame - Red, 52;FR-R72R-52;M;ML Road Frame - Red; 52
3746;2011-10-01;AU;2624.382;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3779;2011-10-01;AU;3499.176;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
3792;2011-10-01;AU;1749.588;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3798;2011-10-01;AU;4373.97;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3803;2011-10-01;AU;3499.176;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
3811;2011-10-01;AU;2624.382;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3813;2011-10-01;AU;356.898;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
3816;2011-10-01;AU;874.794;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3822;2011-10-01;AU;1749.588;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3826;2011-10-01;AU;6998.352;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3842;2011-10-01;AU;1749.588;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
3844;2011-10-01;AU;1749.588;Road-450 Red, 48;BK-R68R-48;M;Road-450 Red; 48
3850;2011-10-01;AU;1749.588;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
3886;2011-10-01;AU;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3888;2011-10-01;AU;60.5595;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
3890;2011-10-01;AU;121.119;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3893;2011-10-01;AU;40.373;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3894;2011-10-01;AU;40.373;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3898;2011-10-01;AU;80.746;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
3900;2011-10-01;AU;80.746;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3903;2011-10-01;AU;80.746;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3906;2011-10-01;AU;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3917;2011-10-01;AU;40.373;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3932;2011-10-01;AU;40.373;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
3946;2011-10-01;AU;80.746;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3948;2011-10-01;AU;100.9325;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
2846;2011-10-01;CA;4049.988;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
2853;2011-10-01;CA;12149.964;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
2862;2011-10-01;CA;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
2868;2011-10-01;CA;8099.976;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
2875;2011-10-01;CA;10199.97;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
2888;2011-10-01;CA;4293.924;Road-150 Red, 44;BK-R93R-44;H;Road-150 Red; 44
2889;2011-10-01;CA;2146.962;Road-150 Red, 62;BK-R93R-62;H;Road-150 Red; 62
2892;2011-10-01;CA;2039.994;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
2893;2011-10-01;CA;4049.988;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
2899;2011-10-01;CA;2146.962;Road-150 Red, 44;BK-R93R-44;H;Road-150 Red; 44
2913;2011-10-01;CA;6074.982;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
2930;2011-10-01;CA;809.76;HL Mountain Frame - Black, 48;FR-M94B-48;H;HL Mountain Frame - Black; 48
2941;2011-10-01;CA;809.76;HL Mountain Frame - Black, 48;FR-M94B-48;H;HL Mountain Frame - Black; 48
2944;2011-10-01;CA;722.5949;HL Mountain Frame - Silver, 42;FR-M94S-42;H;HL Mountain Frame - Silver; 42
2952;2011-10-01;CA;10124.97;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
2953;2011-10-01;CA;21532.4362;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
2954;2011-10-01;CA;10124.97;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
2974;2011-10-01;CA;2146.962;Road-150 Red, 62;BK-R93R-62;H;Road-150 Red; 62
2981;2011-10-01;CA;16199.952;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
2987;2011-10-01;CA;10734.81;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
2996;2011-10-01;CA;12239.964;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
2999;2011-10-01;CA;12149.964;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
3004;2011-10-01;CA;16199.952;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
3005;2011-10-01;CA;2167.7847;HL Mountain Frame - Silver, 46;FR-M94S-46;H;HL Mountain Frame - Silver; 46
3009;2011-10-01;CA;714.7043;HL Mountain Frame - Black, 38;FR-M94B-38;H;HL Mountain Frame - Black; 38
3010;2011-10-01;CA;8159.976;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
3012;2011-10-01;CA;2456.1;HL Mountain Frame - Silver, 48;FR-M94S-52;H;HL Mountain Frame - Silver; 48
3013;2011-10-01;CA;10124.97;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
3016;2011-10-01;CA;758.0759;HL Road Frame - Red, 62;FR-R92R-62;H;HL Road Frame - Red; 62
3020;2011-10-01;CA;12239.964;Mountain-100 Silver, 38;BK-M82S-38;H;Mountain-100 Silver; 38
3021;2011-10-01;CA;12239.964;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
3025;2011-10-01;CA;714.7043;HL Mountain Frame - Black, 42;FR-M94B-42;H;HL Mountain Frame - Black; 42
3052;2011-10-01;CA;8159.976;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
3057;2011-10-01;CA;4049.988;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
3063;2011-10-01;CA;4049.988;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
3068;2011-10-01;CA;6074.982;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
3071;2011-10-01;CA;6119.982;Mountain-100 Silver, 38;BK-M82S-38;H;Mountain-100 Silver; 38
3073;2011-10-01;CA;4049.988;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
3079;2011-10-01;CA;6074.982;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
3086;2011-10-01;CA;16319.952;Mountain-100 Silver, 38;BK-M82S-38;H;Mountain-100 Silver; 38
3090;2011-10-01;CA;714.7043;HL Mountain Frame - Black, 38;FR-M94B-38;H;HL Mountain Frame - Black; 38
3093;2011-10-01;CA;16319.952;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
3110;2011-10-01;CA;4079.988;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
3118;2011-10-01;CA;714.7043;HL Mountain Frame - Black, 38;FR-M94B-38;H;HL Mountain Frame - Black; 38
3142;2011-10-01;CA;8159.976;Mountain-100 Silver, 38;BK-M82S-38;H;Mountain-100 Silver; 38
3145;2011-10-01;CA;4049.988;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
3151;2011-10-01;CA;4049.988;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
3158;2011-10-01;CA;10199.97;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
3167;2011-10-01;CA;6440.886;Road-150 Red, 62;BK-R93R-62;H;Road-150 Red; 62
3174;2011-10-01;CA;419.4589;Road-650 Black, 48;BK-R50B-48;L;Road-650 Black; 48
3185;2011-10-01;CA;357.1616;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
3186;2011-10-01;CA;419.4589;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
3187;2011-10-01;CA;419.4589;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
3202;2011-10-01;CA;183.9382;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
3208;2011-10-01;CA;419.4589;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
3216;2011-10-01;CA;838.9178;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
3222;2011-10-01;CA;183.9382;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
3232;2011-10-01;CA;1677.8356;Road-650 Red, 62;BK-R50R-62;L;Road-650 Red; 62
3237;2011-10-01;CA;838.9178;Road-650 Red, 52;BK-R50R-52;L;Road-650 Red; 52
3240;2011-10-01;CA;183.9382;LL Road Frame - Red, 62;FR-R38R-62;L;LL Road Frame - Red; 62
3248;2011-10-01;CA;183.9382;LL Road Frame - Red, 48;FR-R38R-48;L;LL Road Frame - Red; 48
3249;2011-10-01;CA;2516.7534;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
3252;2011-10-01;CA;1258.3767;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
3253;2011-10-01;CA;1258.3767;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
3260;2011-10-01;CA;419.4589;Road-650 Red, 58;BK-R50R-58;L;Road-650 Red; 58
3274;2011-10-01;CA;2097.2945;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
3277;2011-10-01;CA;178.5808;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
3285;2011-10-01;CA;1677.8356;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
3296;2011-10-01;CA;1258.3767;Road-650 Black, 60;BK-R50B-60;L;Road-650 Black; 60
3297;2011-10-01;CA;735.7528;LL Road Frame - Red, 62;FR-R38R-62;L;LL Road Frame - Red; 62
3299;2011-10-01;CA;419.4589;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
3311;2011-10-01;CA;419.4589;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
3348;2011-10-01;CA;735.7528;LL Road Frame - Red, 48;FR-R38R-48;L;LL Road Frame - Red; 48
3349;2011-10-01;CA;838.9178;Road-650 Black, 62;BK-R50B-62;L;Road-650 Black; 62
3353;2011-10-01;CA;838.9178;Road-650 Red, 48;BK-R50R-48;L;Road-650 Red; 48
3356;2011-10-01;CA;419.4589;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
3368;2011-10-01;CA;419.4589;Road-650 Black, 60;BK-R50B-60;L;Road-650 Black; 60
3378;2011-10-01;CA;838.9178;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
3382;2011-10-01;CA;1677.8356;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
3383;2011-10-01;CA;367.8764;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
3385;2011-10-01;CA;178.5808;LL Road Frame - Black, 58;FR-R38B-58;L;LL Road Frame - Black; 58
3390;2011-10-01;CA;838.9178;Road-650 Red, 52;BK-R50R-52;L;Road-650 Red; 52
3393;2011-10-01;CA;183.9382;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
3396;2011-10-01;CA;183.9382;LL Road Frame - Red, 52;FR-R38R-52;L;LL Road Frame - Red; 52
3397;2011-10-01;CA;1258.3767;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
3409;2011-10-01;CA;419.4589;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
3413;2011-10-01;CA;367.8764;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
3414;2011-10-01;CA;2097.2945;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
3434;2011-10-01;CA;419.4589;Road-650 Red, 62;BK-R50R-62;L;Road-650 Red; 62
3437;2011-10-01;CA;2097.2945;Road-650 Black, 48;BK-R50B-48;L;Road-650 Black; 48
3449;2011-10-01;CA;1258.3767;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
3452;2011-10-01;CA;1677.8356;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
3454;2011-10-01;CA;535.7424;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
3469;2011-10-01;CA;178.5808;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
3472;2011-10-01;CA;551.8146;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
3473;2011-10-01;CA;1258.3767;Road-650 Black, 48;BK-R50B-48;L;Road-650 Black; 48
3483;2011-10-01;CA;178.5808;LL Road Frame - Black, 58;FR-R38B-58;L;LL Road Frame - Black; 58
3489;2011-10-01;CA;2097.2945;Road-650 Red, 48;BK-R50R-48;L;Road-650 Red; 48
3497;2011-10-01;CA;419.4589;Road-650 Red, 52;BK-R50R-52;L;Road-650 Red; 52
3499;2011-10-01;CA;419.4589;Road-650 Black, 60;BK-R50B-60;L;Road-650 Black; 60
3501;2011-10-01;CA;1258.3767;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
3503;2011-10-01;CA;419.4589;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
3507;2011-10-01;CA;1258.3767;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
3520;2011-10-01;CA;2097.2945;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
3522;2011-10-01;CA;838.9178;Road-650 Black, 62;BK-R50B-62;L;Road-650 Black; 62
3523;2011-10-01;CA;367.8764;LL Road Frame - Red, 48;FR-R38R-48;L;LL Road Frame - Red; 48
3542;2011-10-01;CA;183.9382;LL Road Frame - Red, 62;FR-R38R-62;L;LL Road Frame - Red; 62
3544;2011-10-01;CA;419.4589;Road-650 Black, 62;BK-R50B-62;L;Road-650 Black; 62
3550;2011-10-01;CA;183.9382;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
3558;2011-10-01;CA;838.9178;Road-650 Black, 62;BK-R50B-62;L;Road-650 Black; 62
3568;2011-10-01;CA;535.7424;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
3588;2011-10-01;CA;144.202;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3598;2011-10-01;CA;57.6808;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
3599;2011-10-01;CA;173.0424;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3601;2011-10-01;CA;57.6808;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
3602;2011-10-01;CA;28.8404;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
3603;2011-10-01;CA;28.8404;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
3609;2011-10-01;CA;230.7232;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
3613;2011-10-01;CA;28.8404;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
3619;2011-10-01;CA;28.8404;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
3632;2011-10-01;CA;57.6808;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
3636;2011-10-01;CA;86.5212;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
3643;2011-10-01;CA;28.8404;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
3649;2011-10-01;CA;86.5212;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
3655;2011-10-01;CA;5.7;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
3657;2011-10-01;CA;94.05;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3660;2011-10-01;CA;11.4;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
3663;2011-10-01;CA;11.4;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3675;2011-10-01;CA;17.1;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3676;2011-10-01;CA;17.1;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3677;2011-10-01;CA;5.7;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
3679;2011-10-01;CA;17.1;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
3680;2011-10-01;CA;66.12;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
3682;2011-10-01;CA;5.7;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
3685;2011-10-01;CA;17.1;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
3689;2011-10-01;CA;5.1865;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3702;2011-10-01;CA;36.3055;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3703;2011-10-01;CA;5.1865;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3705;2011-10-01;CA;46.6785;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3707;2011-10-01;CA;10.373;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3708;2011-10-01;CA;10.373;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3710;2011-10-01;CA;5.1865;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
3732;2011-10-01;CA;2624.382;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
3733;2011-10-01;CA;874.794;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
3737;2011-10-01;CA;713.796;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
3739;2011-10-01;CA;1749.588;Road-450 Red, 48;BK-R68R-48;M;Road-450 Red; 48
3741;2011-10-01;CA;1749.588;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3754;2011-10-01;CA;713.796;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
3756;2011-10-01;CA;874.794;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
3764;2011-10-01;CA;1749.588;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
3772;2011-10-01;CA;2624.382;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3784;2011-10-01;CA;874.794;Road-450 Red, 48;BK-R68R-48;M;Road-450 Red; 48
3785;2011-10-01;CA;874.794;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
3786;2011-10-01;CA;356.898;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
3789;2011-10-01;CA;874.794;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
3795;2011-10-01;CA;3499.176;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
3805;2011-10-01;CA;874.794;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
3806;2011-10-01;CA;2624.382;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
3817;2011-10-01;CA;2624.382;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
3818;2011-10-01;CA;1427.592;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
3820;2011-10-01;CA;3499.176;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
3824;2011-10-01;CA;1749.588;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
3832;2011-10-01;CA;874.794;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
3848;2011-10-01;CA;2624.382;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
3852;2011-10-01;CA;1749.588;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
3863;2011-10-01;CA;356.898;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
3881;2011-10-01;CA;40.373;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3887;2011-10-01;CA;161.492;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3904;2011-10-01;CA;40.373;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3907;2011-10-01;CA;201.865;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
3908;2011-10-01;CA;201.865;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3914;2011-10-01;CA;121.119;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3920;2011-10-01;CA;60.5595;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3922;2011-10-01;CA;40.373;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3924;2011-10-01;CA;60.5595;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3929;2011-10-01;CA;80.746;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
3930;2011-10-01;CA;60.5595;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3933;2011-10-01;CA;20.1865;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3938;2011-10-01;CA;20.1865;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
3942;2011-10-01;CA;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
3943;2011-10-01;CA;60.5595;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
3947;2011-10-01;CA;60.5595;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
2840;2011-10-01;DE;3399.99;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
2852;2011-10-01;DE;4049.988;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
2855;2011-10-01;DE;6119.982;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
2867;2011-10-01;DE;4049.988;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
2877;2011-10-01;DE;2858.8172;HL Mountain Frame - Black, 42;FR-M94B-42;H;HL Mountain Frame - Black; 42
2881;2011-10-01;DE;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
2883;2011-10-01;DE;2024.994;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
2885;2011-10-01;DE;2146.962;Road-150 Red, 52;BK-R93R-52;H;Road-150 Red; 52
2894;2011-10-01;DE;2146.962;Road-150 Red, 62;BK-R93R-62;H;Road-150 Red; 62
2895;2011-10-01;DE;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
2896;2011-10-01;DE;2146.962;Road-150 Red, 62;BK-R93R-62;H;Road-150 Red; 62
2915;2011-10-01;DE;6119.982;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
2916;2011-10-01;DE;809.76;HL Mountain Frame - Black, 48;FR-M94B-48;H;HL Mountain Frame - Black; 48
2918;2011-10-01;DE;10124.97;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
2922;2011-10-01;DE;4293.924;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
2923;2011-10-01;DE;2146.962;Road-150 Red, 48;BK-R93R-48;H;Road-150 Red; 48
2928;2011-10-01;DE;2024.994;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
2937;2011-10-01;DE;4079.988;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
2938;2011-10-01;DE;6074.982;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
2940;2011-10-01;DE;722.5949;HL Mountain Frame - Silver, 46;FR-M94S-46;H;HL Mountain Frame - Silver; 46
2942;2011-10-01;DE;14279.958;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
2968;2011-10-01;DE;10734.81;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
2970;2011-10-01;DE;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
